id,question,answer,category,type,difficulty,source_line,tags
91,""" [Phase Cancellation] = when stimulated, the APs of one axon may be out of sync with neighboring ones when comparing a [BLANK] stimulation , a drop in amplitude and increase in duration occurs (nl.) amplitude drop of [BLANK] is considered normal when recording a proximal SNAP amplitude drop of [BLANK] is considered normal when recording a proximal CMAP "" - What goes in the blank?","Phase Cancellation - "" Caveat: DROP only in MOTOR NCS """"sensory to small to count"""" Sensory— SNAP phase cancellation. Open arrows indicate stimulation of the nerve distally; the phases from the individual SNAPs summate. Closed arrows indicate stimulation of the nerve proximally ; with the increased distance, the phases ",EMG Principles,Cloze,Easy,133,emg_principles;easy
92,""" [proximal to distal] = when stimulated, the APs of one axon may be out of sync with neighboring ones when comparing a [BLANK] stimulation , a drop in amplitude and increase in duration occurs (nl.) amplitude drop of [BLANK] is considered normal when recording a proximal SNAP amplitude drop of [BLANK] is considered normal when recording a proximal CMAP "" - What goes in the blank?","proximal to distal - "" Caveat: DROP only in MOTOR NCS """"sensory to small to count"""" Sensory— SNAP phase cancellation. Open arrows indicate stimulation of the nerve distally; the phases from the individual SNAPs summate. Closed arrows indicate stimulation of the nerve proximally ; with the increased distance, the phases ",EMG Principles,Cloze,Easy,133,emg_principles;easy
93,""" [50%::%] = when stimulated, the APs of one axon may be out of sync with neighboring ones when comparing a [BLANK] stimulation , a drop in amplitude and increase in duration occurs (nl.) amplitude drop of [BLANK] is considered normal when recording a proximal SNAP amplitude drop of [BLANK] is considered normal when recording a proximal CMAP "" - What goes in the blank?","50%::% - "" Caveat: DROP only in MOTOR NCS """"sensory to small to count"""" Sensory— SNAP phase cancellation. Open arrows indicate stimulation of the nerve distally; the phases from the individual SNAPs summate. Closed arrows indicate stimulation of the nerve proximally ; with the increased distance, the phases ",EMG Principles,Cloze,Easy,133,emg_principles;easy
94,""" [15%::%] = when stimulated, the APs of one axon may be out of sync with neighboring ones when comparing a [BLANK] stimulation , a drop in amplitude and increase in duration occurs (nl.) amplitude drop of [BLANK] is considered normal when recording a proximal SNAP amplitude drop of [BLANK] is considered normal when recording a proximal CMAP "" - What goes in the blank?","15%::% - "" Caveat: DROP only in MOTOR NCS """"sensory to small to count"""" Sensory— SNAP phase cancellation. Open arrows indicate stimulation of the nerve distally; the phases from the individual SNAPs summate. Closed arrows indicate stimulation of the nerve proximally ; with the increased distance, the phases ",EMG Principles,Cloze,Easy,133,emg_principles;easy
95,"""SNAPs are normal in [Pre-ganglionic::pre/post] injury "" - What goes in the blank?","Pre-ganglionic::pre/post - "" Postganglionic injury: results in Wallerian degeneration of both motor and sensory axons. CMAP and SNAP responses are diminished or absent. peripheral neuropathy Preganglionic injury: allows the peripheral sensory fibers to remain in contact with their cell body. SNAPs are normal ( despite clinica",EMG Principles,Cloze,Easy,134,emg_principles;easy
96,""" active and reference pickup should be [> 4:: >/</#] cm apart. Less than this distance will alter the waveform parameters by [BLANK] them all Save for [BLANK] which will still be normal "" - What goes in the blank?","> 4:: >/</# - "" PARAMETERS CHANGE Peak latency Decreased Amplitude Decreased Duration Decreased Rise time Decreased """,General EMG,Cloze,Easy,135,general_emg;easy
97,""" active and reference pickup should be [decreasing::inceasing/decreasing] cm apart. Less than this distance will alter the waveform parameters by [BLANK] them all Save for [BLANK] which will still be normal "" - What goes in the blank?","decreasing::inceasing/decreasing - "" PARAMETERS CHANGE Peak latency Decreased Amplitude Decreased Duration Decreased Rise time Decreased """,General EMG,Cloze,Easy,135,general_emg;easy
98,""" active and reference pickup should be [onset latency] cm apart. Less than this distance will alter the waveform parameters by [BLANK] them all Save for [BLANK] which will still be normal "" - What goes in the blank?","onset latency - "" PARAMETERS CHANGE Peak latency Decreased Amplitude Decreased Duration Decreased Rise time Decreased """,General EMG,Cloze,Easy,135,general_emg;easy
99,"CMAP: if an initial positive deflection exists, it may be due to... 1.) [Inappropriate placement of active electrode (from MP)] 2.) [BLANK] 3.) [BLANK] - What goes in the blank?","Inappropriate placement of active electrode (from MP) - "" Motor points (MP) = point with the highest excitability (AP by the minimum intensity/duration of stim.) anatomically the area where motor endplates (terminal area of the motor nerve enters the muscle) Compound motor action potential electrode placement. (I) Over the endplate region. (II) Off the e",Muscle Anatomy,Cloze,Easy,137,muscle_anatomy;easy
100,"CMAP: if an initial positive deflection exists, it may be due to... 1.) [conduction from other muscles (stim^)] 2.) [BLANK] 3.) [BLANK] - What goes in the blank?","conduction from other muscles (stim^) - "" Motor points (MP) = point with the highest excitability (AP by the minimum intensity/duration of stim.) anatomically the area where motor endplates (terminal area of the motor nerve enters the muscle) Compound motor action potential electrode placement. (I) Over the endplate region. (II) Off the e",Muscle Anatomy,Cloze,Easy,137,muscle_anatomy;easy
101,"CMAP: if an initial positive deflection exists, it may be due to... 1.) [Anomalous innervations (M. gruber)] 2.) [BLANK] 3.) [BLANK] - What goes in the blank?","Anomalous innervations (M. gruber) - "" Motor points (MP) = point with the highest excitability (AP by the minimum intensity/duration of stim.) anatomically the area where motor endplates (terminal area of the motor nerve enters the muscle) Compound motor action potential electrode placement. (I) Over the endplate region. (II) Off the e",Muscle Anatomy,Cloze,Easy,137,muscle_anatomy;easy
102,""" H-reflex is initiated with a [submaximal stimulus] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","submaximal stimulus - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
103,""" H-reflex is initiated with a [long] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","long - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
104,""" H-reflex is initiated with a [orthodromic:: ortho/anti] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","orthodromic:: ortho/anti - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
105,""" H-reflex is initiated with a [sensory:: motor/sensory] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","sensory:: motor/sensory - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
106,""" H-reflex is initiated with a [orthodromic:: ortho/anti] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","orthodromic:: ortho/anti - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
107,""" H-reflex is initiated with a [motor:: motor/sensory] at a [BLANK] duration (1.0 msec). causing an [BLANK] [BLANK] response to the spinal cord, and then an [BLANK] [BLANK] response back to the electrode "" - What goes in the blank?","motor:: motor/sensory - "" A rudimentary M response is produced when a few motor axons are directly stimulated Low stim to go up the sensory (bock) """,Plexus Anatomy,Cloze,Easy,140,plexus_anatomy;easy
108,""" H-reflex limitations 1) [can not localize lesion] 2) [BLANK] 3) [BLANK] "" - What goes in the blank?","can not localize lesion - "" evaluates a long neural pathway, which can dilute focal lesions and hinder specificity of injury location Once it is abnormal, it is always abnormal can be seen in multiple other conditions, including generalized peripheral neuropathies, plexopathies, and upper motor neuron lesions """,General EMG,Cloze,Easy,141,general_emg;easy
109,""" H-reflex limitations 1) [cannot distinguish between acute and chronic] 2) [BLANK] 3) [BLANK] "" - What goes in the blank?","cannot distinguish between acute and chronic - "" evaluates a long neural pathway, which can dilute focal lesions and hinder specificity of injury location Once it is abnormal, it is always abnormal can be seen in multiple other conditions, including generalized peripheral neuropathies, plexopathies, and upper motor neuron lesions """,General EMG,Cloze,Easy,141,general_emg;easy
110,""" H-reflex limitations 1) [NOT a specific finding to S1 radiculopathy] 2) [BLANK] 3) [BLANK] "" - What goes in the blank?","NOT a specific finding to S1 radiculopathy - "" evaluates a long neural pathway, which can dilute focal lesions and hinder specificity of injury location Once it is abnormal, it is always abnormal can be seen in multiple other conditions, including generalized peripheral neuropathies, plexopathies, and upper motor neuron lesions """,General EMG,Cloze,Easy,141,general_emg;easy
111,"""[F-wave] is a small late motor response occurring after the CMAP . It is produced using a [BLANK] duration, [BLANK] stimulation "" - What goes in the blank?","F-wave - "" It represents a late response from approximately 1% to 5% of the CMAP amplitude. """,EMG Principles,Cloze,Easy,142,emg_principles;easy
112,"""[short] is a small late motor response occurring after the CMAP . It is produced using a [BLANK] duration, [BLANK] stimulation "" - What goes in the blank?","short - "" It represents a late response from approximately 1% to 5% of the CMAP amplitude. """,EMG Principles,Cloze,Easy,142,emg_principles;easy
113,"""[supramaximal] is a small late motor response occurring after the CMAP . It is produced using a [BLANK] duration, [BLANK] stimulation "" - What goes in the blank?","supramaximal - "" It represents a late response from approximately 1% to 5% of the CMAP amplitude. """,EMG Principles,Cloze,Easy,142,emg_principles;easy
114,""" In [H-reflex::F/H] morphology and latency remain constant with each stimulation at the appropriate intensity "" - What goes in the blank?","H-reflex::F/H - "" Note that a mean of 10 F-waves can be used as a surrogate for one H-reflex F-wave: The configuration and latency change with each stimulation due to activation of different groups of anterior horn cells """,General EMG,Cloze,Easy,144,general_emg;easy
115,""" EMG rare conditions, where [muscle atrophy] has occurred, insertional activity may be decreased "" - What goes in the blank?","muscle atrophy - "" acute ischemia of muscle due to vascular occlusion or compartment syndrome may also produce decreased Insertional activity. (A) Normal. (B) Increased. CHARACTERISTIC NORMAL INCREASED DECREASED Duration 300 msec >300–500 msec <300 msec Etiology Muscle depolarization Denervation Irritable cell membr",Muscle Anatomy,Cloze,Easy,173,muscle_anatomy;easy
116,""" a needle inserted into muscle should be silent at rest if placed near the NMJ (motor endplate), two waveforms can occur: 1.) [MEPPs (EP noise)] which sound like a [BLANK] 2.) [BLANK] which sound like a [BLANK] "" - What goes in the blank?","MEPPs (EP noise) - "" (A) MEPP —Monophasic negative potentials primarily present as baseline irregularities because of their small amplitude. - excocytosis of ACh quanta traversing NMJ (B) EPP —Biphasic, usually negative single-fiber action potential. - synchronization of several MEPP = single AP """,Muscle Anatomy,Cloze,Easy,174,muscle_anatomy;easy
117,""" a needle inserted into muscle should be silent at rest if placed near the NMJ (motor endplate), two waveforms can occur: 1.) [sea-shell murmur] which sound like a [BLANK] 2.) [BLANK] which sound like a [BLANK] "" - What goes in the blank?","sea-shell murmur - "" (A) MEPP —Monophasic negative potentials primarily present as baseline irregularities because of their small amplitude. - excocytosis of ACh quanta traversing NMJ (B) EPP —Biphasic, usually negative single-fiber action potential. - synchronization of several MEPP = single AP """,Muscle Anatomy,Cloze,Easy,174,muscle_anatomy;easy
118,""" a needle inserted into muscle should be silent at rest if placed near the NMJ (motor endplate), two waveforms can occur: 1.) [EPPs (EP spikes)] which sound like a [BLANK] 2.) [BLANK] which sound like a [BLANK] "" - What goes in the blank?","EPPs (EP spikes) - "" (A) MEPP —Monophasic negative potentials primarily present as baseline irregularities because of their small amplitude. - excocytosis of ACh quanta traversing NMJ (B) EPP —Biphasic, usually negative single-fiber action potential. - synchronization of several MEPP = single AP """,Muscle Anatomy,Cloze,Easy,174,muscle_anatomy;easy
119,""" a needle inserted into muscle should be silent at rest if placed near the NMJ (motor endplate), two waveforms can occur: 1.) [sputtering fat] which sound like a [BLANK] 2.) [BLANK] which sound like a [BLANK] "" - What goes in the blank?","sputtering fat - "" (A) MEPP —Monophasic negative potentials primarily present as baseline irregularities because of their small amplitude. - excocytosis of ACh quanta traversing NMJ (B) EPP —Biphasic, usually negative single-fiber action potential. - synchronization of several MEPP = single AP """,Muscle Anatomy,Cloze,Easy,174,muscle_anatomy;easy
120,"EMG , hallmarks are sounding like (Fib): [""""rain on a tin roof”] and (Psw): [BLANK] and their [BLANK] of firing "" - What goes in the blank?","""""rain on a tin roof” - "" Spontaneously firing APs originating from denervated single muscle fibers secondary to uncontrolled ACh release Although they are typically associated with neuropathies, they can also be seen in myopathies. """,Muscle Anatomy,Cloze,Easy,200,muscle_anatomy;easy
121,"EMG , hallmarks are sounding like (Fib): ["""" dull thuds""""] and (Psw): [BLANK] and their [BLANK] of firing "" - What goes in the blank?",""""" dull thuds"""" - "" Spontaneously firing APs originating from denervated single muscle fibers secondary to uncontrolled ACh release Although they are typically associated with neuropathies, they can also be seen in myopathies. """,Muscle Anatomy,Cloze,Easy,200,muscle_anatomy;easy
